Factor	2-amino-2-methylpropanoic_acid	2-hydroxycinnamic_acid	2-hydroxyphenylacetic_acid	2-methylmaleic_acid	2-oxovaleric_acid	2-quinolinecarboxylic_acid	2_3-dihydroxybenzoic_acid	2_3cyclic_AMP	2_5-dihydroxybenzoic_acid	2deoxyadenosine	2deoxyguanosine	3-dehydroshikimic_acid	3-hydroxybenzoic_acid	3-hydroxykynurenine	3-methoxy-4-hydroxymandelic_acid	3-methyglutaric_acid	3-methyladenine	3_4-dihydroxybenzoic_acid	32-hydroxyphenyl_propanoic_acid	4-coumaric_acid	4-guanidinobutanoic_acid	4-hydroxy-2-quinolinecarboxylic_acid	4-hydroxybenzoic_acid	4-pyridoxic_acid	5-oxo-proline	5deoxyadenosine	5methylthioadenosine	6-hydroxynicotinic_acid	abscisic_acid	adenine	adenosine	alanine	allantoin	allothreonine	alpha-aminoadipic_acid	arabitol	asparagine	aspartic_acid	azelaic_acid	betaine	biotin	bis_3-aminopropyl_amine	caffeic_acid	carnitine	cellobiose	chenodeoxycholic_acid	chlorogenic_acid	choline_o-sulfuric_acid	creatinine	cytidine	cytidine_2_3cyclic_mono-phosphoric_acid	cytosine	deoxycarnitine	deoxycytidine	deoxyuridine	ectoine	epinephrine	erythritol	ethylmalonic_acid	ferulic_acid	fumaric_acid	galactaric_acid	galactitol	galacturonic_acid	gluconic_acid	glucuronic_acid	glutamic_acid	glutamine	glyceraldehyde	glyceric_acid	guanidinoacetic_acid	guanine	guanosine	guanosine_3_5cyclic_monophosphoric_acid	gulonic_acid_gama-lactone	hippuric_acid	histidine	homoserine	hypoxanthine	indole-3-acetic_acid	inosine	isoleucine	isonicotinic_acid	itaconic_acid	lactic_acid	lactose	leucine	maleic_acid	malic_acid	malonic_acid	maltose	mannitol	melibiose	methionine	methyl_beta-galactoside	mevalonic_acid	myo-inositol	N-acetyl-alanine	N-acetyl-galactosamine	N-acetyl-glucosamine	N-acetyl-glutamic_acid	N-acetyl-leucine	N-acetyl-mannosamine	N-acetyl-phenylalanine	N-acetyl-serine	n-acetyl-tryptophan	N-acetylputrescine	N-alpha-acetyl-lysine	N-trimethyllysine	nicotinamide	nicotinic_acid	norleucine	norvaline	o-acetyl-serine	ophthalmic_acid	orotic_acid	palatinose	pantothenic_acid	phenylalanine	pipecolic_acid	proline	pyridoxine	pyruvic_acid	quinic_acid	raffinose	ribitol	riboflavin	S5adenosylmethionine	saccharic_acid	salicylic_acid	serine	shikimic_acid	sn-glycero-3-phosphocholine	sorbitol	sphingomyelin	stachyose	sucrose	syringic_acid	taurine	threonine	thymidine	trans-cinnamic_acid	trehalose	trigonelline	tryptophan	tyramine	tyrosine	uracil	uric_acid	uridine	valine	vanillic_acid	xanthine	xanthurenic_acid	xylitol	1-methyl-6_7-dihydroxy-1_2_3_4-tetrahydroisoquinoline	1_2-dipalmitoyl-rac-glycero-3-phosphoethanolamine	2-phosphoglyceric_acid	4-acetamidobutanoic_acid	4-aminobutanoic_acid	5-methylcytosine	isocitric_acid	lysine	ornithine	suberic_acid	trans-4-hydroxyproline	tryptamine	3-hydroxybutanoic_acid	arginine	citrulline	thymine	phenethylamine
Leaves	5.397915284	7.490277972	5.754285659	6.22727867	5.829405737	4.819148274	6.050826329	NA	6.131782476	5.772496388	4.565109482	6.360518883	7.177215484	4.638698998	5.488148885	5.375768875	5.946596211	6.050826329	5.88860843	6.436774805	7.753826029	5.595268001	6.738830664	7.941685807	6.20713428	5.32049007	6.953970233	NA	6.283704721	8.10485279	8.193908845	6.846980373	NA	5.848316597	5.510811011	6.803502978	5.553994953	6.695595523	NA	8.284967076	5.574489717	7.525365333	6.672832574	6.113226347	7.30080432	4.729556024	8.470148903	7.22454867	5.011505109	5.927711526	4.480923391	5.86818396	5.4199173	NA	NA	4.414204854	6.024175632	5.059736479	5.533262232	7.605461987	6.321588636	6.528493867	7.454086797	5.235133634	7.123578331	6.380041823	7.35936747	7.012185786	NA	7.328765385	4.958850141	6.149298017	6.245608036	NA	5.676169251	4.33435183	6.417160861	4.697533645	5.615231698	4.668688217	5.635926091	7.201116728	4.761944951	7.420381984	NA	7.098363287	6.878181944	6.093815842	6.975844989	6.93252875	6.167008719	7.840686074	6.783105515	4.907113146	4.985872156	5.444160794	8.576226168	5.90887069	6.188457124	5.724716408	5.966783625	4.878273109	5.724716408	4.93340684	5.655892646	4.523536389	6.00495238	5.355465046	6.824837317	5.32049007	4.790810496	6.878181944	6.604298961	5.466608669	6.626025218	5.086420271	7.650624271	6.49581594	7.56389206	7.012185786	6.760405564	6.583327898	6.302997291	8.810619893	8.019106054	7.698553561	5.188543296	5.127393076	6.528493867	7.150154581	6.473935	7.074406639	6.649678841	7.840686074	NA	7.249107775	9.305196837	5.258719017	5.035382234	7.050163228	NA	5.69589407	6.455181738	8.68731094	6.561700091	5.21178662	6.075554736	NA	4.271663865	5.985943475	6.910957225	5.78990218	NA	6.399161148	7.38982538	4.414204854	4.848305741	6.341299178	5.283652194	6.264459208	NA	8.375268402	6.717908427	7.275403009	5.809214568	5.164999162	NA	4.603652496	8.993779822	5.127393076	4.179156711	NA
Leaves	5.72789894	7.703419377	5.766042303	6.461873733	5.708259559	4.930301882	6.08488494	NA	6.254189637	5.938572015	4.563329736	6.140848418	7.182459007	4.436774112	5.460913285	5.392476859	6.27360811	6.067497807	6.015814546	6.482055416	7.018578013	6.10380316	6.767609855	8.024484069	6.034141666	5.135997646	6.831392951	NA	6.525715377	7.494858898	8.110315114	6.809895928	4.955500067	5.996729664	5.527093871	6.853343811	5.482054439	6.745659687	NA	8.289205935	5.32727926	7.610423822	6.548611667	6.349915507	7.155532648	5.414451137	8.68936764	7.568676062	5.031884448	5.92019293	4.271227988	6.177818041	5.669506211	4.521850016	NA	4.387327813	5.958124216	5.350417523	5.629510681	7.759080862	6.236110204	6.646035307	7.229148982	5.230516081	7.079819705	6.569858935	7.364187479	7.253963584	NA	6.916713696	4.875012318	5.783630645	6.197554159	NA	5.802019076	4.666826883	6.051600659	4.759441711	5.56840227	NA	5.747689623	7.305296111	4.695254907	7.103503402	NA	6.981509467	7.409370008	6.369101393	6.959554821	6.789412676	6.217236529	7.845976652	6.611854391	4.816364666	5.081968523	5.548210139	8.57895474	5.68959273	6.330243703	5.599253907	5.821914581	NA	5.599253907	4.98227681	5.207313456	4.636758224	5.649470704	4.788310191	6.302185246	5.371114493	4.845316633	7.409370008	6.703188454	5.253425333	6.591037389	4.903881271	7.333517709	6.406559132	7.946375584	6.895180716	7.018578013	6.724917458	6.425261941	8.812126853	8.198804838	7.53015087	5.504365749	5.055804064	6.646035307	7.205622103	6.302185246	7.279730669	6.938133751	7.845976652	NA	7.655358357	9.305196837	5.880268647	5.10941926	7.055788226	NA	5.900882848	6.444876615	8.994843024	6.873852896	5.160723336	6.504401386	NA	4.179156711	5.977875722	7.129108497	5.860313879	5.184252403	6.158286067	7.458610587	4.479629942	5.278491516	6.123118744	NA	5.438113317	4.601745518	8.473399785	6.680321793	6.388452739	5.840944532	5.008060211	4.33362814	4.726914457	8.378713549	NA	NA	5.302709196
Leaves	4.528687901	7.796763703	5.951588786	6.393995629	5.529963906	5.02194336	6.42197578	NA	6.35442132	5.811783155	4.674409196	6.218307077	7.406904017	NA	5.55136582	5.715495879	5.675900093	6.42197578	6.048433503	6.718193991	6.784597202	5.370081532	6.936988095	7.683220205	5.832147333	5.201926648	6.849894564	NA	6.334471759	7.737235505	8.271649842	6.139931584	5.348688361	4.798419638	5.127742703	6.915044391	4.888163109	6.958970733	NA	8.364486042	5.634859114	8.004452435	6.892927021	7.005973197	7.314315481	6.157819076	8.567715748	8.089721823	5.696017523	5.851589666	NA	5.991733265	5.426363432	NA	NA	4.609471944	6.065053045	5.391889026	5.483838923	7.590746675	6.315024208	6.246868337	7.235538098	4.969689075	7.106557736	6.513673411	7.344181832	7.082320216	6.816183878	7.133164812	4.857381943	5.972387903	6.101697702	NA	5.892853493	4.336572491	5.099989746	4.441548225	5.506822594	NA	5.871914198	7.032601127	4.644318585	7.187407492	6.816183878	7.160510873	6.683562875	6.276112878	7.211218636	6.491655275	6.374181063	7.89013062	6.60247931	4.391496388	5.274624222	5.29939796	8.680916607	5.572190839	6.177818041	5.603727072	5.913232616	NA	5.603727072	4.827608506	5.32471567	NA	5.426363432	4.996758747	5.755505484	5.178144453	5.153782557	6.683562875	6.981509467	5.071625304	5.79169226	4.916712152	7.550119217	7.05768376	7.261633281	6.536938743	6.295503335	6.559086829	6.624469611	8.99048984	8.178478137	7.476083636	5.24907739	4.737589817	6.246868337	7.287467842	6.030387059	7.376247625	6.739499342	7.89013062	NA	7.439854824	9.305196837	5.735908337	5.932111839	6.871249688	4.273003169	5.655216257	6.761527124	8.805946931	6.469767959	4.943036103	5.774020041	4.484881833	5.462077487	6.121688643	6.648568213	6.08258441	5.045978163	6.011264234	7.512382099	NA	4.769562919	6.451430283	NA	4.57054387	NA	8.45998402	6.58108125	6.198030786	NA	5.225704076	4.179156711	4.704475607	7.635715543	NA	NA	NA
Roots	4.813598904	7.283961309	5.852747044	5.721062707	6.282388826	5.701948138	7.708170316	4.435610663	7.258704859	6.433333148	5.27333744	5.930824919	7.011759011	NA	6.094897378	5.969742281	5.455090156	7.429066025	4.900666798	6.396569826	6.688066085	4.842345283	6.556508209	6.043783774	6.452086207	4.871768869	6.837769431	5.131521588	6.206733217	7.39836878	8.2933506	6.6192068	6.22668726	6.167120142	5.663031369	NA	7.659982054	7.134587957	6.710517043	8.995890134	4.952358333	7.764207121	6.491065246	6.577766231	6.598516735	NA	7.820156342	7.615267461	5.191479147	5.872437732	4.386312815	6.149626103	6.301382054	5.432003964	NA	6.06808747	4.332912484	5.366469944	5.833860951	6.752589018	7.49939097	5.091234368	7.30968557	4.927214545	6.64240795	5.643215639	7.882024761	7.161052893	6.95430602	5.34537608	4.179156711	6.795550911	6.132350321	4.478349179	5.562307486	4.520178677	5.777348868	5.498197144	6.339149809	4.599854583	6.026151246	7.338159027	5.949624047	6.358239845	6.95430602	6.414024554	6.911847413	6.114101629	7.187101819	5.988475469	5.794796343	8.751670513	6.534792808	5.759575183	6.731644859	5.387040066	7.534824273	5.028403363	6.06808747	5.612927835	6.512465293	4.693079667	5.612927835	4.634833627	5.051886497	4.270797233	NA	NA	5.892718938	5.683018336	6.244792646	6.911847413	NA	5.004606038	4.561565479	5.5208937	6.77471517	7.037131393	7.463559063	6.987062627	6.85953603	6.188338479	6.879532251	8.203584916	8.115641289	NA	5.321831973	NA	5.091234368	8.382088209	6.319864971	7.573347984	7.085098437	8.751670513	NA	7.233643385	9.305196837	5.912475815	5.409071502	7.210142959	5.226004468	5.476451815	8.476585558	7.951301915	6.81611645	5.297245869	6.665836976	5.741003866	4.785827534	7.061271004	7.108519052	6.469901285	5.542422415	5.191479147	7.36889418	4.724290683	5.814322028	4.664992288	NA	6.37743052	NA	8.581631841	6.263325077	5.582811427	NA	5.156460275	4.756956124	4.978753131	8.030319743	5.248640155	NA	6.007332657
Roots	5.86818396	6.380041823	6.473935	NA	6.283704721	5.035382234	7.698553561	4.638698998	7.177215484	6.626025218	5.595268001	6.059048668	6.889215749	4.480923391	6.49581594	5.4199173	5.086420271	7.275403009	5.308173831	7.025291366	6.455181738	4.907113146	6.672832574	6.167008719	7.420381984	4.790810496	6.717908427	4.761944951	5.734975496	7.650624271	8.810619893	7.35936747	5.444160794	6.188457124	5.355465046	NA	7.328765385	6.910957225	NA	8.68731094	NA	7.525365333	6.417160861	6.20713428	6.649678841	NA	7.150154581	7.050163228	5.332728051	6.341299178	5.011505109	5.772496388	6.149298017	5.848316597	5.533262232	5.21178662	4.271663865	4.878273109	5.375768875	6.695595523	7.605461987	4.713357831	6.824837317	5.113969017	6.868217072	6.436774805	7.56389206	7.941685807	7.236812878	6.04210337	4.388353494	6.540332717	6.321588636	4.93340684	5.927711526	4.523536389	6.075554736	5.90887069	6.00495238	4.565109482	5.88860843	8.019106054	5.754285659	6.953970233	7.236812878	6.583327898	7.110220104	NA	7.30080432	6.131782476	5.69589407	8.150055673	6.360518883	5.829405737	6.264459208	5.140484913	8.375268402	5.676169251	6.245608036	5.79950997	5.510811011	4.668688217	5.79950997	4.603652496	5.966783625	4.179156711	5.059736479	NA	5.466608669	5.946596211	5.985943475	7.110220104	NA	6.024175632	4.33435183	5.188543296	6.99858073	6.93252875	7.454086797	7.201116728	6.561700091	6.093815842	7.074406639	8.993779822	7.872692293	NA	4.958850141	NA	4.713357831	8.576226168	6.846980373	6.604298961	5.635926091	8.150055673	NA	6.975844989	9.305196837	6.302997291	4.848305741	7.490277972	5.553994953	6.22727867	6.738830664	7.753826029	6.783105515	5.235133634	6.517054674	5.574489717	NA	7.38982538	7.811129982	6.760405564	5.397915284	5.258719017	6.803502978	4.819148274	5.655892646	NA	5.283652194	6.399161148	5.164999162	8.470148903	NA	6.113226347	NA	5.488148885	4.437949405	4.985872156	8.284967076	5.714979668	NA	5.615231698
Roots	4.500922184	5.555405501	6.53180086	6.085292391	6.231860917	4.767642987	6.678005557	4.403938873	6.98768831	7.387311934	5.667396359	5.383842543	7.290637922	NA	5.483017199	5.879431578	4.697304989	6.55621463	6.419935674	7.015497916	5.434041293	5.622934641	7.580711429	6.127330872	6.028819719	5.011159854	7.320223103	5.310113292	6.652912363	7.537522638	8.418343715	6.273198927	7.420815292	5.732234404	5.336986243	6.939519119	6.845401455	6.868787244	NA	8.321740659	NA	7.800453407	6.460829613	6.483035311	6.251911517	NA	6.891988535	8.222244307	NA	5.857428864	NA	NA	5.943881182	5.986998149	NA	5.230032176	4.345410005	5.361414031	NA	7.457903275	6.797932681	4.233372656	7.942159803	NA	NA	5.710361484	7.124137753	6.066181773	7.05681096	5.037388557	NA	6.336213943	6.399910966	NA	5.814609192	NA	4.665602077	5.645301793	NA	5.152549308	6.357578313	7.262969358	5.532645764	6.378918414	7.05681096	5.68959273	7.168291482	6.750301306	7.497891946	5.600748218	5.06440336	8.869919167	5.965920428	5.124271185	4.631740095	6.626861396	8.028391477	5.178824468	6.146732283	5.783265004	4.925406605	4.732701132	5.783265004	4.830261129	NA	NA	5.577965199	NA	NA	6.821007579	5.753626741	7.168291482	7.208647631	4.548806131	NA	5.283135897	6.507510226	7.234835824	6.915814726	6.048307881	6.315156388	5.83622493	NA	7.628237958	7.866965068	NA	5.408456815	4.45575911	4.233372656	8.124019772	5.507837858	5.923308136	6.441555063	8.869919167	NA	7.096508509	9.305196837	6.602941646	5.255615392	6.703188454	6.189380774	5.459497181	8.654143541	7.353518914	6.008018814	NA	5.902147037	6.294068291	5.204418232	7.678235264	6.963313897	6.774874268	6.106342967	4.862777546	7.736349333	4.798814306	6.727132129	NA	NA	4.953403643	5.094190628	8.531614455	NA	6.579853804	NA	4.5921869	NA	4.982843402	6.210247663	NA	4.89547981	6.166139274
Rhizosphere	4.987183657	5.03450621	6.196882464	5.81669076	6.361850053	4.712781918	7.761217374	4.936904915	6.970906134	7.844767467	6.324358376	7.017118468	7.595164594	4.429964821	6.636817297	NA	5.057689755	7.761217374	5.342245121	6.415947745	6.765051975	5.448430314	7.16156084	5.797688779	7.186814818	4.77361969	5.853830182	5.490363322	5.985483696	8.594295499	8.312770726	7.041339467	6.125123536	5.726379342	5.403962619	6.142135506	6.490510908	6.511328686	7.420193279	8.700989802	4.961416999	7.361888284	6.744032003	6.380529808	6.724143767	NA	6.786406787	7.682556014	5.248229508	6.306826456	4.625445748	6.434677963	5.57296851	7.0876891	6.158942463	5.911764528	4.179156711	5.226286129	5.31910876	6.554074761	7.638127532	4.491368151	8.225891127	5.10941926	6.867968707	6.234098049	7.064610081	5.835462664	7.292363237	5.612090747	4.268717228	7.486989843	6.950045969	4.656048917	5.631776947	4.884847647	4.855947258	5.181683961	7.255939132	4.590633017	5.892592651	7.452415391	5.947772472	6.470026345	7.292363237	6.992209213	7.538694196	6.614914913	6.703188454	6.398834434	5.363053765	9.173895777	6.826493473	5.670238353	6.039375329	5.74560343	8.140409336	5.780437844	6.53276965	6.012973849	5.512098553	5.08299482	6.012973849	4.744307368	5.295320412	4.381392305	NA	NA	NA	5.425587797	6.681125296	7.538694196	NA	4.683734028	NA	6.071282527	6.888003523	7.332431025	8.057369351	6.574632664	7.110554933	6.594868482	7.908233231	7.979004479	7.209131253	5.68959273	5.533530236	4.329450128	4.491368151	8.820678188	5.967158741	6.908826227	5.469637946	9.173895777	4.552969108	6.452700741	8.491605592	5.763367805	5.272126612	6.929495383	6.177818041	5.650912763	8.397979295	7.390914668	6.215725348	4.827964642	5.872928376	6.088418525	5.011655274	6.847665706	7.135919026	6.806002843	6.343493737	6.270033706	7.231858082	5.203951764	5.707525384	NA	5.158957777	6.055907481	5.929613961	NA	5.592855869	5.382440662	6.288196027	4.800476742	6.106749211	5.55337967	6.659673002	4.912034394	5.135037556	6.251544777
Rhizosphere	5.021638576	6.077991286	6.411085961	5.68959273	6.507944194	4.752005106	7.582371988	4.43331857	7.07211022	7.095519029	6.486383499	6.393872799	7.438734033	4.269950735	6.114953197	NA	5.171454644	6.807917019	5.419760099	6.243996293	7.171961845	5.376627358	6.592993301	6.281102185	7.407308219	5.972511032	5.669879343	4.997589761	5.782007057	8.482769775	8.301370337	6.975980199	5.952664221	5.610670104	5.72712547	7.774093671	6.933732232	6.703188454	NA	9.305196837	NA	7.377997823	6.998058893	7.473261314	6.374923647	NA	7.119755744	7.962806155	5.590990295	6.850460469	4.661369648	6.635568591	5.933838654	6.766308667	5.465395019	6.465932652	4.179156711	5.263052991	6.226109951	6.09594912	7.668914352	4.70427212	7.196070471	6.149945696	6.954633109	6.551403339	7.347516876	6.572297391	7.524992446	6.206341887	4.331504741	7.717344521	6.658822332	4.808120015	5.630666672	4.596119967	5.356966885	5.486307127	7.318326759	4.384314201	6.009640562	7.292145045	6.167228733	6.787883974	7.524992446	6.680731311	6.734652378	6.299801648	6.870865253	6.912713453	5.311141049	8.997937533	6.35600657	5.147971407	5.12260199	5.896688933	7.892298351	6.188222787	5.990993069	5.809274922	5.334998927	4.865333089	5.809274922	4.63103209	5.095876543	NA	NA	NA	NA	5.398333704	5.746628098	6.734652378	NA	4.836454952	4.516880256	5.838160529	6.529323379	6.891539232	7.024168789	6.045415669	7.145651509	6.828903898	7.624617772	8.388634929	7.242329666	7.829041853	5.443431594	NA	4.70427212	8.81650423	6.26221662	6.318178057	5.876544767	8.69532722	4.475824954	6.429951613	8.586837537	5.85702296	5.06907728	7.048462615	5.650205936	5.217012909	7.2678607	8.212814488	5.91596167	4.921091834	5.764681881	6.028068547	4.558082569	6.337044222	7.21887959	6.132903168	5.707885701	5.194326584	8.125906545	4.894289152	5.550851362	NA	4.946126572	6.061631958	5.570734466	8.041547879	NA	5.287146188	5.239625715	5.044645114	5.508322305	4.780914268	6.61341622	5.530384692	4.971771174	6.449047162
Rhizosphere	4.653726529	6.630020886	NA	6.129348183	6.748337042	5.014967107	7.415993679	4.812222644	7.351364463	NA	6.015424327	5.770427611	7.131734252	4.447801316	6.794336422	NA	5.445734071	7.053819478	5.625738275	7.187733723	5.730399328	5.397008748	7.237552615	5.995185901	6.350305609	5.830309646	6.678990285	5.539422636	6.166532388	7.899688053	8.441523001	6.10946705	6.862432498	5.066094319	5.420257172	7.26473926	6.089164826	6.771805429	NA	8.552343417	5.20080672	7.977438211	6.929913831	5.975176114	6.469625517	NA	7.489072979	7.770724982	NA	6.492284559	4.340447711	NA	5.492106574	6.070236591	5.176181714	5.933482107	4.179156711	5.516146438	5.914039446	6.370683494	7.659065947	4.600231497	7.710504058	5.275996184	6.999707463	6.410060674	7.079333241	5.871354351	7.305296111	5.751116403	NA	6.884146497	6.595677283	4.751357817	5.809083977	NA	5.604351682	4.905019934	6.975552351	4.782607238	6.309793851	7.159931234	6.655052451	7.027709916	7.305296111	6.24907433	6.714870245	7.212364554	7.56700061	6.53921901	5.560747102	9.15796315	6.208843504	4.874402857	4.842938143	5.788857606	8.249614498	5.582669653	5.892997156	5.699517517	NA	5.123670106	5.699517517	NA	4.988218016	4.275346859	NA	5.040018866	NA	6.514960012	6.391197033	6.714870245	NA	4.491752045	4.396965101	5.850350138	6.561850758	7.383976766	6.839372812	6.595677283	6.229796208	6.952532784	7.451089045	8.155569298	7.61134087	7.104453169	5.953911896	NA	4.600231497	8.344863577	5.352198289	6.450728643	6.034865858	9.15796315	4.684284019	6.816255881	8.797610978	6.269271258	5.225383019	6.430354279	NA	5.647076344	8.669446114	8.064039882	6.188963624	5.469222571	5.668293222	6.05334517	5.15090433	7.526170893	6.907133564	6.329419193	NA	NA	7.830397263	4.932888114	6.289281897	NA	NA	5.09479923	5.327774536	NA	NA	5.301684736	NA	4.959794833	4.716412652	5.373905923	NA	5.249543884	4.53759555	6.147893603
Leaves	5.173438206	6.485973654	5.713541115	6.817987385	6.024064112	4.621796452	6.559086829	NA	6.5069486	5.969984543	4.652574898	5.561290932	7.05225252	4.587049331	5.373022777	NA	5.478964625	6.559086829	6.233458097	6.736965986	7.003940843	5.82142581	7.19552188	7.565667899	6.19666927	4.822653232	6.652752085	5.150746861	6.674456478	7.495730293	7.692302814	6.757271769	6.177818041	6.142542812	7.028848158	6.089532953	6.005913394	6.778664668	6.838815322	8.599048631	5.750875833	7.17212296	6.341419899	7.075146186	7.264907959	5.027824789	8.704610869	7.604903174	5.638879104	5.768231579	5.050167409	5.896444785	6.717113433	NA	4.267918093	4.508882932	5.802491734	5.600477853	5.414451137	6.798200112	6.39635617	6.064664193	6.89938649	5.126419462	6.919883395	6.940249444	7.647500208	7.743282136	6.440827621	7.313661841	4.768830288	6.125757274	5.941623008	4.37949325	6.268894188	5.436950233	6.305247223	4.930921456	5.987892236	4.179156711	5.657767818	8.067297056	5.353604702	6.630321508	6.440827621	7.121487778	8.190676933	6.696015668	6.960635448	6.250702789	5.915158653	7.824196609	6.589514275	5.941623008	5.458746964	5.676916764	8.497222365	5.876900367	6.041027508	5.296861166	5.499912646	5.26214632	5.296861166	5.331991624	5.619418862	5.839597198	5.542299237	6.609318772	6.359601685	5.521712024	5.695550626	8.190676933	NA	4.905920416	5.005065866	4.980348997	7.24033785	7.52920287	8.319983174	6.286894708	7.097784262	6.878726732	6.466178818	8.823354802	7.989161577	6.378007147	5.217573675	4.469723495	6.064664193	7.428419292	6.859665974	7.341309385	7.461288301	7.824196609	4.708402553	7.370930327	9.305196837	5.3935644	5.195578769	7.399063498	4.878636499	5.732371165	6.159150382	9.002798717	7.288681906	4.795695327	6.215245093	4.85024944	5.239489445	5.857953008	7.918230001	6.412952259	5.580901364	6.107679167	7.146601158	4.549631742	4.680101398	4.739258411	6.322685133	4.954900296	4.427783293	8.403913704	6.527468122	5.784885749	6.981509467	5.074460818	NA	NA	7.217635786	NA	4.328116955	5.100686696
Roots	5.462077487	7.287467842	5.506822594	NA	6.139931584	5.127742703	6.849894564	5.045978163	7.261633281	6.624469611	5.29939796	5.774020041	6.915044391	4.391496388	5.696017523	6.177818041	4.857381943	6.469767959	5.178144453	6.334471759	6.718193991	4.827608506	6.784597202	6.67224705	6.981509467	4.737589817	7.045212269	4.943036103	6.256059138	7.683220205	8.99048984	7.106557736	5.892853493	6.198030786	5.43873948	NA	7.737235505	7.005973197	NA	8.805946931	4.798419638	7.635715543	6.958970733	6.431895259	6.739499342	NA	7.314315481	6.80546738	NA	5.972387903	NA	6.315024208	5.871914198	5.483838923	NA	5.24907739	4.57054387	4.644318585	5.675900093	7.406904017	6.892927021	5.009660377	7.187407492	5.32471567	6.695444318	6.393995629	7.796763703	7.926919785	6.591856855	5.634859114	4.484881833	6.276112878	6.374181063	4.273003169	5.715495879	4.528687901	6.065053045	5.735908337	4.969689075	4.441548225	6.295503335	7.512382099	5.79169226	6.536938743	6.591856855	6.451430283	7.146931797	6.121688643	7.476083636	6.030387059	5.755505484	8.226452222	6.101697702	6.35442132	4.674409196	5.225704076	8.089721823	5.61381822	6.011264234	5.941862966	5.370081532	NA	5.941862966	4.916712152	5.655216257	NA	NA	NA	5.832147333	5.851589666	6.08258441	7.146931797	6.491655275	5.572190839	4.336572491	5.099989746	6.871249688	7.082320216	6.936988095	6.648568213	6.559086829	6.761527124	7.235538098	7.857825035	8.45998402	NA	5.201926648	NA	5.009660377	8.680916607	6.513673411	6.237534249	6.411965418	8.226452222	NA	7.550119217	9.305196837	5.913232616	4.704475607	7.439854824	NA	4.769562919	7.590746675	8.364486042	7.045212269	5.391889026	5.811783155	5.153782557	4.179156711	7.211218636	7.376247625	6.218307077	5.348688361	5.071625304	7.344181832	4.609471944	5.593374839	NA	NA	6.048433503	4.888163109	8.567715748	6.157819076	5.991733265	NA	5.55136582	5.529963906	5.414451137	8.004452435	5.274624222	NA	6.82733547
Roots	5.593374839	6.718193991	5.55136582	5.696017523	6.08258441	5.32471567	7.211218636	5.045978163	7.406904017	6.958970733	5.851589666	6.065053045	6.849894564	4.983327402	5.715495879	6.121688643	4.916712152	6.624469611	5.61381822	6.559086829	6.695444318	4.943036103	7.005973197	6.491655275	7.160510873	4.827608506	6.915044391	5.178144453	6.374181063	7.796763703	8.680916607	7.106557736	6.469767959	6.256059138	5.29939796	NA	7.926919785	7.187407492	NA	8.99048984	4.983327402	7.550119217	6.936988095	6.411965418	6.451430283	NA	6.80546738	7.512382099	5.201926648	6.139931584	4.273003169	6.35442132	5.506822594	6.048433503	5.43873948	5.79169226	4.391496388	4.484881833	NA	7.133164812	6.892927021	4.550141533	7.287467842	5.071625304	6.513673411	6.237534249	7.857825035	7.737235505	6.773310591	5.529963906	4.179156711	6.334471759	6.276112878	4.336572491	5.655216257	4.888163109	5.932111839	5.871914198	6.177818041	4.609471944	6.198030786	7.683220205	5.675900093	6.60247931	6.773310591	6.431895259	7.247942816	6.101697702	7.476083636	5.811783155	5.483838923	8.318892739	6.315024208	6.393995629	4.737589817	5.225704076	8.004452435	5.414451137	6.295503335	6.021063679	5.153782557	4.798419638	6.021063679	4.769562919	5.572190839	NA	NA	NA	5.774020041	5.755505484	5.913232616	7.247942816	6.648568213	5.391889026	NA	5.274624222	6.739499342	7.05768376	7.032601127	5.991733265	6.67224705	6.536938743	6.82733547	7.635715543	8.45998402	NA	4.644318585	NA	4.550141533	8.805946931	7.082320216	5.892853493	6.157819076	8.318892739	NA	7.590746675	9.305196837	6.218307077	5.099989746	7.314315481	5.462077487	5.348688361	7.439854824	8.178478137	6.871249688	5.02194336	5.832147333	5.735908337	4.704475607	6.981509467	7.344181832	6.58108125	NA	4.857381943	7.376247625	4.441548225	5.634859114	NA	NA	5.951588786	5.127742703	8.567715748	NA	5.972387903	NA	5.24907739	NA	4.674409196	8.089721823	5.370081532	NA	NA
