Factor	2-amino-2-methylpropanoic_acid	2-hydroxycinnamic_acid	2-hydroxyphenylacetic_acid	2-methylmaleic_acid	2-oxovaleric_acid	2-quinolinecarboxylic_acid	2_3-dihydroxybenzoic_acid	2_3cyclic_AMP	2_5-dihydroxybenzoic_acid	2deoxyadenosine	2deoxyguanosine	3-dehydroshikimic_acid	3-hydroxybenzoic_acid	3-hydroxykynurenine	3-methoxy-4-hydroxymandelic_acid	3-methyglutaric_acid	3-methyladenine	3_4-dihydroxybenzoic_acid	32-hydroxyphenyl_propanoic_acid	4-coumaric_acid	4-guanidinobutanoic_acid	4-hydroxy-2-quinolinecarboxylic_acid	4-hydroxybenzoic_acid	4-pyridoxic_acid	5-oxo-proline	5deoxyadenosine	5methylthioadenosine	6-hydroxynicotinic_acid	abscisic_acid	adenine	adenosine	alanine	allantoin	allothreonine	alpha-aminoadipic_acid	arabitol	asparagine	aspartic_acid	azelaic_acid	betaine	biotin	bis_3-aminopropyl_amine	caffeic_acid	carnitine	cellobiose	chenodeoxycholic_acid	chlorogenic_acid	choline_o-sulfuric_acid	creatinine	cytidine	cytidine_2_3cyclic_mono-phosphoric_acid	cytosine	deoxycarnitine	deoxycytidine	deoxyuridine	ectoine	epinephrine	erythritol	ethylmalonic_acid	ferulic_acid	fumaric_acid	galactaric_acid	galactitol	galacturonic_acid	gluconic_acid	glucuronic_acid	glutamic_acid	glutamine	glyceraldehyde	glyceric_acid	guanidinoacetic_acid	guanine	guanosine	guanosine_3_5cyclic_monophosphoric_acid	gulonic_acid_gama-lactone	hippuric_acid	histidine	homoserine	hypoxanthine	indole-3-acetic_acid	inosine	isoleucine	isonicotinic_acid	itaconic_acid	lactic_acid	lactose	leucine	maleic_acid	malic_acid	malonic_acid	maltose	mannitol	melibiose	methionine	methyl_beta-galactoside	mevalonic_acid	myo-inositol	N-acetyl-alanine	N-acetyl-galactosamine	N-acetyl-glucosamine	N-acetyl-glutamic_acid	N-acetyl-leucine	N-acetyl-mannosamine	N-acetyl-phenylalanine	N-acetyl-serine	n-acetyl-tryptophan	N-acetylputrescine	N-alpha-acetyl-lysine	N-trimethyllysine	nicotinamide	nicotinic_acid	norleucine	norvaline	o-acetyl-serine	ophthalmic_acid	orotic_acid	palatinose	pantothenic_acid	phenylalanine	pipecolic_acid	proline	pyridoxine	pyruvic_acid	quinic_acid	raffinose	ribitol	riboflavin	S5adenosylmethionine	saccharic_acid	salicylic_acid	serine	shikimic_acid	sn-glycero-3-phosphocholine	sorbitol	sphingomyelin	stachyose	sucrose	syringic_acid	taurine	threonine	thymidine	trans-cinnamic_acid	trehalose	trigonelline	tryptophan	tyramine	tyrosine	uracil	uric_acid	uridine	valine	vanillic_acid	xanthine	xanthurenic_acid	xylitol	1-methyl-6_7-dihydroxy-1_2_3_4-tetrahydroisoquinoline	1_2-dipalmitoyl-rac-glycero-3-phosphoethanolamine	2-phosphoglyceric_acid	4-acetamidobutanoic_acid	4-aminobutanoic_acid	5-methylcytosine	isocitric_acid	lysine	ornithine	suberic_acid	trans-4-hydroxyproline	tryptamine	3-hydroxybutanoic_acid	arginine	citrulline	thymine	phenethylamine
Rhizosphere	4.539422681	5.837911771	NA	6.809609139	NA	NA	NA	NA	NA	8.341008567	7.379208439	NA	NA	NA	4.936227711	NA	NA	NA	5.498494091	7.15411173	NA	5.099597818	7.314682162	NA	NA	5.589327538	6.402290491	NA	5.716589914	7.446147883	8.795854962	NA	7.521461878	5.155478277	5.254836637	NA	NA	NA	NA	NA	NA	8.549072997	NA	NA	6.119374081	5.357545287	NA	8.150643357	NA	5.675328041	NA	NA	NA	7.047804304	5.963159713	NA	4.179156711	NA	NA	NA	NA	4.398095181	NA	NA	7.259783191	5.922201171	NA	NA	NA	5.043717481	NA	6.99336592	6.23981297	NA	NA	NA	6.482686561	NA	6.900815069	5.402797639	6.442740996	NA	NA	NA	NA	6.671001191	6.177818041	7.099012778	NA	NA	5.205451622	7.765372379	6.280093283	NA	NA	NA	7.207572461	NA	6.621148016	6.341163533	NA	NA	6.341163533	NA	4.877864553	NA	NA	NA	NA	6.576320302	NA	6.177818041	NA	4.686312204	NA	NA	5.796135994	NA	5.545730072	NA	NA	NA	NA	NA	6.856018141	NA	5.452023808	NA	4.398095181	NA	5.632581263	4.754078283	NA	7.765372379	NA	6.043308703	NA	NA	4.621344408	NA	7.606088839	5.879729897	9.305196837	NA	NA	NA	4.992022464	6.764137299	4.815177168	NA	NA	NA	NA	NA	NA	NA	6.529643191	NA	NA	NA	6.003910658	NA	6.946684957	6.718799702	NA	NA	NA	5.307490666	7.971595581	5.758084218	6.078928276	NA
Rhizosphere	NA	5.795782908	NA	6.917789233	6.340633087	NA	5.962247223	4.489307399	NA	7.987293903	6.945918741	4.680778053	NA	NA	4.876264403	6.290428691	5.539422636	5.962247223	5.672025248	6.889581807	NA	5.392851865	7.299436255	NA	6.414680041	5.452835016	6.365825866	NA	7.33621805	7.734077254	8.58598332	5.846634736	7.459482316	4.981608135	5.748790034	7.170181548	NA	NA	NA	8.211305827	NA	7.890453125	6.0479868	NA	6.440278314	5.115336075	5.593021658	8.094487461	NA	6.164354233	NA	NA	NA	6.862432498	5.924493364	NA	4.179156711	4.913533615	NA	6.778843495	NA	NA	7.667453866	NA	6.974215759	5.772646331	NA	NA	7.395846212	5.014967107	NA	7.038568135	6.463209332	NA	6.265619918	NA	6.069126376	4.947160466	7.004807322	5.045780518	6.805831927	6.63291236	5.899371653	6.216551435	7.395846212	6.315493876	6.505280686	7.101541435	NA	5.821746243	5.421803227	8.387562043	6.6932721	4.433697407	5.64585059	5.510420749	7.554573551	5.210781857	6.391197033	6.590513222	NA	4.79982091	6.590513222	NA	4.720224159	NA	NA	NA	NA	6.833964588	6.117989067	6.505280686	NA	NA	NA	5.27292573	6.092703223	7.070307049	5.999890823	4.596738081	6.141432947	NA	7.20207331	4.545375924	7.809739295	6.749695643	6.024789885	NA	NA	NA	5.365310309	4.291752194	5.149382832	8.387562043	NA	7.266363984	8.732805062	NA	4.837431879	5.18055683	7.135041426	5.872604778	9.305196837	7.233036605	5.697782484	5.336765415	5.079396464	6.722264983	5.722825423	7.608529664	6.191265213	6.24113249	NA	4.642487205	7.506716726	4.762699399	6.66376997	NA	5.565965271	NA	5.619251523	8.940391246	NA	NA	NA	4.367202339	NA	5.241125284	NA	5.480943498	5.3048108	6.548789824
Leaves	4.973336504	7.586223926	5.536271756	6.616225746	6.306337015	4.611407239	6.721986793	4.179156711	6.594737111	6.365486055	4.860748663	5.353878005	7.051946771	NA	5.702431894	6.111400555	5.182570173	6.721986793	6.072974236	6.482360653	6.754573031	5.839481007	7.02647029	7.154846295	5.799184887	4.70682564	7.371505973	NA	5.960565887	8.266997762	8.804336399	6.404500722	6.247298728	6.019971412	5.33032396	7.127567401	5.305027341	5.743075555	6.798948399	8.678706902	NA	7.791736902	6.148614979	6.999129538	6.931257892	4.530436621	7.507923522	8.084839128	NA	6.52761869	NA	5.940231505	5.921164961	4.830465854	NA	4.33732972	5.397474259	5.859417947	5.578409136	7.283155096	6.091558158	5.609969835	7.33949243	5.104698871	7.206566085	6.000216099	7.631075771	7.5455588	NA	6.820513727	NA	6.886755656	6.32515119	NA	6.188703739	6.639870148	6.345715944	4.772139124	5.901276732	4.39256657	6.038588062	7.434876066	4.740304913	6.843285507	NA	6.664357099	7.2433306	6.572994647	7.471118338	6.130599276	6.207967093	7.884584026	6.461549011	5.682755035	5.444927306	5.420082767	8.564765075	5.254108191	6.423611087	5.50141632	5.230365519	5.557280681	5.50141632	5.158195553	5.132381511	5.049678696	5.279942449	5.980735746	6.505371426	5.780548186	5.025458107	7.2433306	6.909100244	4.486228025	NA	4.572387813	7.076811669	7.402194603	7.67784687	5.20641436	6.687454182	5.880008275	6.953271142	8.360734376	8.456450613	6.777676831	5.762211441	4.919909236	5.609969835	8.174111461	6.865411025	6.55099245	6.286428387	7.884584026	4.946289693	7.731410119	9.305196837	5.641389299	5.076235309	7.101338236	4.676349527	6.266808158	6.385507475	8.989358381	6.975702571	4.891496866	5.819653862	4.800992893	5.374863072	7.182615533	7.309859073	6.228505917	5.661972926	5.467882964	7.999322781	4.442772793	NA	NA	5.722326306	5.000421946	NA	NA	6.443845475	NA	6.166776928	NA	4.273460482	4.646166378	6.056311804	NA	NA	NA
Leaves	4.603652496	6.975844989	5.848316597	6.738830664	5.985943475	4.480923391	6.835895722	NA	6.561700091	6.059048668	4.790810496	5.635926091	7.35936747	NA	5.510811011	6.131782476	4.878273109	6.835895722	6.49581594	6.953970233	6.473935	6.604298961	7.525365333	7.275403009	5.809214568	4.907113146	7.098363287	NA	6.517054674	7.811129982	8.576226168	6.188457124	6.399161148	5.086420271	5.235133634	7.177215484	5.488148885	6.889215749	6.910957225	8.68731094	5.113969017	7.698553561	6.583327898	7.074406639	7.123578331	5.011505109	8.10485279	8.193908845	5.4199173	6.436774805	NA	5.615231698	6.113226347	4.819148274	4.271663865	4.565109482	5.69589407	6.302997291	5.88860843	7.150154581	6.360518883	5.763480293	7.420381984	5.308173831	7.38982538	6.264459208	7.56389206	7.201116728	NA	7.050163228	4.437949405	6.695595523	6.341299178	NA	6.20713428	5.655892646	5.21178662	4.638698998	6.672832574	4.33435183	5.86818396	7.025291366	5.188543296	6.93252875	NA	6.99858073	6.771883242	6.540332717	7.454086797	6.093815842	6.149298017	7.980976997	6.321588636	5.397915284	5.595268001	5.714979668	8.470148903	5.375768875	6.245608036	5.543918427	5.574489717	5.283652194	5.543918427	4.848305741	5.059736479	4.93340684	5.444160794	5.734975496	5.946596211	6.024175632	5.466608669	6.771883242	NA	4.729556024	4.179156711	5.258719017	7.328765385	7.490277972	7.30080432	5.355465046	6.283704721	6.00495238	7.249107775	8.993779822	8.284967076	NA	5.927711526	4.668688217	5.763480293	7.650624271	5.676169251	6.803502978	6.380041823	7.980976997	5.140484913	7.753826029	9.305196837	5.90887069	5.332728051	6.626025218	4.958850141	5.966783625	6.455181738	8.810619893	6.22727867	NA	5.829405737	5.164999162	6.04210337	7.22454867	6.868217072	6.649678841	6.167008719	6.075554736	7.872692293	4.761944951	4.388353494	NA	5.78990218	5.035382234	4.523536389	8.375268402	6.417160861	NA	6.717908427	4.985872156	NA	4.697533645	7.605461987	NA	NA	NA
Roots	5.557280681	7.230927053	5.490079815	5.702431894	6.266808158	4.946289693	6.616225746	5.132381511	6.777676831	6.461549011	5.230365519	5.743075555	6.975702571	4.860748663	5.599719575	5.940231505	4.891496866	6.148614979	5.104698871	6.639870148	6.385507475	5.158195553	6.999129538	6.404500722	7.309859073	NA	7.127567401	5.049678696	6.130599276	7.731410119	8.989358381	7.5455588	5.578409136	6.32515119	5.33032396	NA	7.791736902	7.402194603	NA	8.804336399	NA	7.471118338	6.886755656	6.572994647	6.664357099	NA	7.371505973	6.594737111	NA	5.960565887	4.442772793	6.166776928	5.397474259	NA	NA	4.919909236	4.572387813	4.611407239	5.641389299	6.909100244	7.283155096	4.987015598	7.076811669	5.420082767	6.710805706	6.798948399	7.999322781	8.678706902	6.831973325	5.819653862	4.39256657	6.443845475	6.423611087	4.530436621	5.513416245	4.740304913	6.365486055	5.901276732	5.076235309	4.486228025	6.038588062	7.67784687	5.682755035	6.687454182	6.831973325	6.286428387	7.194653982	5.839481007	7.434876066	6.228505917	5.722326306	7.884584026	5.980735746	6.55099245	NA	5.20641436	8.174111461	5.620340838	6.091558158	5.771490631	5.444927306	4.70682564	5.771490631	4.772139124	5.859417947	4.179156711	NA	NA	6.072974236	6.056311804	5.880008275	7.194653982	6.482360653	5.921164961	4.33732972	5.025458107	6.931257892	7.101338236	7.256786775	6.732725334	6.865411025	6.207967093	7.051946771	8.084839128	8.564765075	NA	5.182570173	4.273460482	4.987015598	8.456450613	6.953271142	6.52761869	6.247298728	7.884584026	NA	7.507923522	9.305196837	6.000216099	4.830465854	7.586223926	NA	5.305027341	7.33949243	8.360734376	7.02647029	5.374863072	6.019971412	NA	5.353878005	7.154846295	7.631075771	6.306337015	5.467882964	4.646166378	6.505371426	4.676349527	5.254108191	NA	NA	6.345715944	4.800992893	NA	6.111400555	6.188703739	NA	5.799184887	5.661972926	5.536271756	8.266997762	5.279942449	NA	6.754573031
Roots	4.870960689	5.862930633	NA	6.239030232	6.219432642	5.220573574	6.54803818	4.490349708	6.687129274	6.868488768	5.597893039	5.763603388	6.592718947	4.779977251	5.485711961	5.94530502	5.090139035	6.177818041	5.346858247	7.242172345	6.062461148	5.118895116	7.388629911	5.682615313	7.006721488	4.929614292	6.846228969	5.171611974	6.120176122	7.616460431	8.985853616	6.779239553	6.379507048	6.25827423	5.321997024	NA	7.905422661	6.755621695	NA	8.348967132	5.036339105	7.715414233	7.084940397	5.966372654	6.981509467	NA	6.663570113	7.324717206	5.463268437	6.298766838	NA	6.138963092	5.244728844	5.905680848	NA	4.617316392	4.179156711	4.809288219	5.576148737	7.165847776	7.109853306	4.69742474	7.455908965	5.702688262	6.614646946	6.638599752	7.775941392	8.160374536	7.046918681	5.295930484	NA	6.523764848	6.338884244	NA	5.82245555	4.651810647	4.578095099	5.661410474	6.19853261	4.339654537	6.399518486	7.420588445	5.722995037	6.501549464	7.046918681	6.439058451	7.165847776	6.359120621	7.493891252	5.782235603	6.006415781	8.730941642	6.478173448	5.532968686	5.061965809	5.368990069	8.253806035	5.414451137	6.318536505	6.03581819	5.196175389	4.839784301	6.03581819	4.901610438	5.391268557	NA	NA	NA	5.801494719	6.157326299	6.080183394	7.165847776	6.710958737	5.439398513	NA	6.800750043	6.935824948	7.356591323	6.890538777	6.733297335	6.418484858	5.88420501	6.91327788	7.663903116	8.44537957	NA	4.395847403	4.274866483	4.69742474	8.55554569	6.958354222	6.457881273	5.554667441	8.730941642	NA	7.531198945	9.305196837	6.099647823	4.446524223	7.217040639	NA	5.618880434	7.983125883	7.836174189	6.570442334	5.011340681	5.925619533	NA	4.956163711	7.571985274	7.29583378	6.823017228	5.509397284	4.748565193	7.269573558	4.535780721	5.744131439	NA	NA	5.640417472	4.984432039	NA	NA	6.278734725	NA	5.146344494	NA	5.842432657	8.069440468	5.270515814	NA	5.98644619
Rhizosphere	NA	5.470923614	NA	6.928195096	NA	NA	NA	NA	NA	7.886715376	7.263335879	NA	NA	NA	4.663173282	NA	NA	NA	5.67642803	6.801604751	NA	5.001089865	7.313976373	NA	NA	5.340299117	6.759323854	5.514613706	7.018079733	7.214560889	8.584258962	NA	6.673395118	NA	5.152209718	7.066655024	NA	NA	NA	NA	NA	8.036005625	NA	NA	5.980490934	5.198643763	4.949233909	7.577911979	NA	5.636950082	NA	NA	NA	6.585478317	6.272389785	NA	4.332204728	5.244127796	NA	6.385761129	NA	NA	NA	NA	7.114151787	5.826705004	NA	NA	NA	4.839391463	NA	6.885615228	6.123804968	NA	5.381604479	NA	6.235423553	NA	6.717633531	5.292163728	6.158510517	NA	NA	NA	NA	6.197324709	NA	6.970642663	NA	NA	4.8974695	8.297404357	6.347731389	4.179156711	5.753108915	NA	7.433957524	4.783362301	6.499781335	6.068682902	NA	NA	6.068682902	5.714482479	4.51852216	NA	NA	NA	NA	6.543481543	NA	NA	NA	NA	NA	NA	5.904632652	6.458760404	NA	4.434458875	NA	NA	NA	NA	7.664499431	NA	5.788173085	NA	NA	NA	5.425886433	NA	5.048056739	8.297404357	NA	7.166576139	8.81506844	NA	NA	NA	7.373493622	5.556509313	9.305196837	NA	NA	NA	4.597979471	6.422101026	4.721734658	NA	NA	6.310040715	NA	NA	7.50381975	NA	6.017986437	NA	NA	NA	5.941738448	NA	6.844158271	6.627516512	NA	NA	NA	5.100351594	7.769209812	5.597081515	5.864564884	NA
Rhizosphere	NA	5.839175973	NA	6.747410761	6.143070113	NA	5.757614997	4.28767609	NA	8.24459884	7.268266916	NA	NA	NA	4.582360437	5.961072034	5.436586712	5.757614997	5.464892384	7.206762176	NA	6.120943124	7.299719341	NA	6.427247839	5.354594334	6.309169151	5.491730623	7.081151769	7.49600181	8.474202252	NA	6.775074013	4.780692565	5.235133634	7.051143462	NA	NA	NA	8.134319189	4.923125117	8.025957382	5.721215545	NA	6.85490762	5.407683535	4.815671561	7.847278803	NA	5.597722204	NA	NA	NA	6.880411245	5.51999723	NA	4.179156711	4.532201503	NA	6.582475541	NA	4.393648337	7.645019076	NA	6.827517127	5.697392884	6.907499738	NA	7.3536593	4.888875937	NA	7.143776515	6.555845613	NA	7.020148832	NA	5.79058328	4.702660389	7.110762397	4.851777079	6.451155376	6.380832083	5.546763501	5.913549072	7.3536593	5.88860843	6.249609138	6.960972054	NA	5.622750839	5.985198388	8.82679933	6.693753294	4.987994803	5.647907885	5.379792811	7.70461771	5.672884923	6.332498152	6.487188945	NA	7.410489869	6.487188945	7.451375879	5.048416805	5.019222008	NA	6.008879095	NA	6.665658475	5.572022678	6.249609138	7.177215484	NA	NA	6.074139706	6.164904158	6.800930241	6.053924193	NA	6.608524619	NA	6.934228699	NA	7.774531922	6.356745997	5.863275427	NA	4.393648337	NA	5.115053902	NA	4.743039003	8.82679933	NA	6.988472893	8.356899338	NA	4.627823137	6.032148257	7.236328902	5.206227115	9.305196837	NA	5.264831811	5.177376116	4.954712998	6.190686362	5.936558858	7.930852617	6.721368204	6.214621892	NA	NA	7.589786473	4.666366761	6.096827824	NA	5.325917314	NA	6.404071345	8.605132292	6.636288284	5.295139666	6.285202376	4.479308569	NA	5.147586704	7.540888203	5.080857392	5.814969601	6.528013533
Leaves	4.43331857	6.891539232	5.972511032	6.807917019	6.226109951	4.752005106	6.518019557	NA	6.828903898	6.061631958	4.808120015	5.630666672	7.473261314	4.516880256	5.356966885	6.167228733	5.194326584	6.518019557	6.318178057	6.975980199	6.703188454	5.876544767	7.543851097	7.2678607	5.707885701	5.06907728	6.850460469	NA	6.299801648	7.962806155	8.388634929	6.374923647	6.337044222	5.896688933	5.334998927	7.318326759	5.311141049	6.724523486	7.07211022	8.586837537	5.68959273	7.774093671	6.680731311	7.145651509	7.196070471	4.836454952	8.301370337	8.125906545	NA	6.132903168	NA	5.952664221	6.009640562	4.384314201	4.179156711	4.331504741	5.990993069	6.028068547	5.530384692	7.095519029	6.243996293	5.925017856	7.347516876	5.171454644	7.377997823	6.206341887	7.582371988	7.21887959	NA	7.119755744	4.558082569	6.658822332	6.077991286	NA	6.429951613	5.147971407	6.114953197	4.63103209	6.045415669	4.661369648	5.799818471	7.171961845	5.239625715	6.787883974	NA	6.954633109	7.011342568	6.933732232	7.292145045	6.149945696	6.26221662	7.861089219	6.551403339	5.287146188	5.610670104	5.650205936	8.69532722	5.376627358	6.393872799	5.475736408	5.570734466	4.921091834	5.475736408	4.946126572	5.12260199	5.021638576	5.746628098	5.508322305	5.72712547	6.449047162	5.764681881	7.011342568	6.592993301	4.997589761	4.719471702	4.894289152	7.508148949	7.407308219	7.438734033	5.669879343	6.486383499	6.572297391	6.912713453	8.997937533	8.212814488	6.61341622	5.398333704	4.780914268	5.925017856	7.668914352	5.838160529	6.766308667	6.465932652	7.861089219	5.095876543	7.717344521	9.305196837	5.782007057	5.443431594	7.048462615	4.971771174	5.819261241	6.281102185	8.81650423	6.35600657	4.865333089	5.85702296	5.044645114	5.590990295	6.744831252	7.242329666	6.635568591	5.550851362	6.188222787	8.041547879	NA	NA	5.263052991	5.419760099	5.217012909	4.596119967	8.482769775	6.411085961	6.09594912	6.870865253	4.475824954	NA	4.689295125	7.624617772	NA	4.269950735	NA
Roots	5.373905923	7.659065947	NA	5.914039446	6.129348183	5.176181714	6.584629296	4.684284019	6.884146497	6.862432498	5.582669653	5.625738275	6.726193403	4.491752045	5.327774536	5.953911896	4.905019934	6.24907433	5.15090433	6.370683494	6.60674738	4.874402857	6.907133564	6.329419193	7.710504058	4.812222644	7.079333241	NA	6.469625517	7.489072979	8.984647042	7.526170893	6.034865858	6.350305609	5.275996184	NA	7.770724982	7.053819478	NA	8.669446114	5.040018866	7.61134087	6.771805429	6.309793851	6.391197033	NA	6.678990285	6.975552351	5.249543884	6.015424327	NA	6.53921901	5.420257172	5.751116403	5.445734071	5.668293222	4.396965101	4.580053293	5.604351682	7.26473926	7.104453169	4.637441344	7.237552615	5.20080672	6.561850758	6.492284559	8.064039882	8.552343417	7.145916586	5.647076344	4.179156711	6.514960012	6.166532388	NA	5.788857606	NA	6.269271258	5.975176114	NA	4.842938143	6.208843504	7.319540341	5.560747102	6.410060674	7.145916586	6.06178861	7.014004308	6.188963624	7.383976766	6.229796208	5.397008748	8.298633867	6.10946705	6.839372812	4.751357817	NA	7.977438211	5.352198289	6.06178861	5.719826069	5.301684736	5.066094319	5.719826069	4.716412652	5.809083977	NA	NA	NA	5.830309646	5.850350138	5.995185901	7.014004308	NA	5.871354351	4.275346859	5.469222571	6.655052451	6.952532784	7.212364554	6.748337042	6.630020886	6.794336422	7.187733723	7.830397263	8.441523001	NA	4.988218016	NA	4.637441344	8.797610978	6.816255881	6.147893603	5.933482107	8.298633867	NA	7.56700061	9.305196837	5.892997156	4.932888114	7.451089045	5.516146438	5.014967107	6.929913831	7.899688053	6.703188454	4.959794833	6.089164826	5.539422636	4.447801316	7.415993679	7.291181909	6.450728643	5.492106574	4.53759555	7.351364463	4.782607238	5.68959273	NA	NA	6.430354279	5.123670106	NA	NA	6.289281897	NA	5.225383019	NA	5.09479923	8.155569298	5.770427611	4.340447711	NA
Roots	5.82245555	7.242172345	NA	5.661410474	6.099647823	5.118895116	6.219432642	4.339654537	6.614646946	6.359120621	5.011340681	5.439398513	6.755621695	5.220573574	5.391268557	5.842432657	4.956163711	5.88420501	5.244728844	6.638599752	6.177818041	4.839784301	6.823017228	6.026394044	7.137677773	4.870960689	6.935824948	NA	6.418484858	7.006721488	8.985853616	7.420588445	6.439058451	6.379507048	5.321997024	6.399518486	8.55554569	7.29583378	6.298766838	8.799336334	5.036339105	7.356591323	6.733297335	6.19853261	6.501549464	NA	6.981509467	7.324717206	5.368990069	6.062461148	4.274866483	6.045069955	5.295930484	NA	NA	5.782235603	4.395847403	4.809288219	5.414451137	6.958354222	7.05967284	4.764668544	7.084940397	5.090139035	6.239030232	6.54803818	8.069440468	8.671827067	6.857732116	5.463268437	4.179156711	6.080183394	6.457881273	NA	5.801494719	NA	6.687129274	5.905680848	NA	4.578095099	5.94530502	7.905422661	5.532968686	6.338884244	6.857732116	6.120176122	7.475075047	5.862930633	7.217040639	5.966372654	5.509397284	7.806076903	5.925619533	6.592718947	4.617316392	5.171611974	7.616460431	5.485711961	5.98644619	5.753971908	5.270515814	4.901610438	5.753971908	4.682273918	5.576148737	NA	NA	NA	6.157326299	5.597893039	5.722995037	7.475075047	6.478173448	5.682615313	4.984432039	5.346858247	6.710958737	6.890538777	7.165847776	7.109853306	6.779239553	6.278734725	6.800750043	7.983125883	8.160374536	NA	NA	4.446524223	4.764668544	7.715414233	7.033979198	6.25827423	6.570442334	7.806076903	NA	7.531198945	9.305196837	5.640417472	5.196175389	7.571985274	NA	5.146344494	7.192563137	8.44537957	7.269573558	5.061965809	6.318536505	NA	4.535780721	6.91327788	7.663903116	6.138963092	NA	4.651810647	7.388629911	4.490349708	5.554667441	NA	NA	6.663570113	4.713987349	8.253806035	NA	6.523764848	NA	5.618880434	NA	4.929614292	8.348967132	5.702688262	NA	6.006415781
Rhizosphere	NA	NA	NA	7.0876891	NA	NA	NA	NA	NA	8.594295499	7.520573511	NA	NA	NA	4.827964642	NA	NA	NA	5.57296851	NA	NA	NA	7.231858082	NA	6.744032003	5.512098553	6.703188454	5.726379342	7.280645283	7.452415391	8.820678188	NA	6.867968707	NA	5.08299482	NA	NA	NA	NA	NA	NA	8.397979295	NA	NA	6.088418525	4.936904915	4.656048917	7.595164594	NA	5.512098553	NA	NA	NA	6.786406787	6.614914913	NA	4.429964821	4.512040204	NA	NA	NA	4.268717228	NA	NA	7.390914668	5.835462664	NA	NA	NA	5.03450621	NA	6.53276965	6.055907481	NA	5.911764528	NA	6.452700741	4.987183657	5.68959273	5.650912763	5.947772472	6.270033706	NA	NA	NA	6.992209213	6.324358376	7.135919026	NA	NA	5.135037556	7.844767467	6.158942463	NA	5.363053765	NA	NA	NA	6.659673002	6.215725348	NA	NA	6.215725348	NA	4.77361969	NA	NA	NA	NA	6.574632664	NA	6.324358376	NA	NA	NA	NA	5.763367805	5.181683961	5.985483696	NA	6.022138982	NA	NA	NA	7.332431025	NA	5.226286129	4.712781918	4.268717228	NA	7.186814818	5.403962619	NA	7.844767467	NA	6.490510908	NA	NA	4.590633017	6.415947745	7.682556014	5.31910876	9.305196837	NA	5.448430314	NA	5.272126612	6.950045969	4.884847647	8.225891127	5.797688779	NA	NA	NA	NA	NA	6.380529808	NA	5.612090747	NA	6.125123536	NA	7.041339467	6.908826227	NA	NA	NA	NA	8.057369351	6.826493473	5.872928376	NA
Rhizosphere	NA	6.79700807	NA	6.972436647	NA	NA	NA	NA	NA	NA	6.615332049	NA	NA	4.545943476	4.71089729	6.287634883	5.38727642	5.79169226	5.731761889	7.912575881	NA	NA	7.344181832	NA	NA	5.88860843	6.473935	5.763000537	7.297943274	7.505273703	8.480735456	5.667627833	7.177215484	NA	5.567967179	NA	NA	NA	NA	8.037868708	NA	7.808221544	6.044876963	NA	6.382118376	5.699827266	4.991435951	7.635715543	NA	5.634859114	NA	NA	NA	6.132720515	5.197203417	NA	4.402151062	4.179156711	NA	6.226300852	NA	NA	7.566080775	NA	7.052738057	NA	NA	NA	NA	5.116818181	NA	6.831854259	6.194299151	NA	NA	NA	6.015210585	4.90564194	6.936988095	5.031635248	6.65346529	6.161448355	NA	NA	NA	6.35051899	6.086294381	7.092074773	NA	5.85561431	5.423845331	8.252882961	6.690730675	4.312596683	5.824227481	NA	7.446916149	4.948196242	6.256059138	6.427873083	NA	NA	6.427873083	NA	NA	NA	NA	NA	NA	6.58108125	NA	6.086294381	7.394450302	NA	NA	NA	5.951588786	6.761527124	5.534403628	NA	5.920965616	NA	7.133164812	NA	7.714333595	7.011480257	5.601680397	NA	NA	NA	NA	4.476660901	5.158715615	8.252882961	NA	7.216011304	8.658141883	NA	4.609471944	NA	6.867157266	6.901798805	9.305196837	NA	5.353169941	5.314681656	5.071625304	6.509443749	5.235133634	NA	5.983979968	NA	NA	4.763518542	7.256208773	4.857381943	6.546149381	NA	NA	NA	5.274624222	8.873735999	NA	5.497511829	NA	4.662570373	NA	6.318736352	NA	5.462077487	4.80993859	6.72689023
